선불식할부거래사업자정보																																					
																																					
회사정보													판매품목(현재 시판중인 주요 3개 품목)						재무현황												선수금현황						
상호	대표자성명	선불식할부거래업등록번호	선불식할부거래할부거래등록일	법인등록번호	사업자등록번호	법인 소재지	영업소 소재지	전화번호	전자우편주소	영업상태	영업개시일	등록취소 및 폐업일자	상품명1	가격 및 지급방법1	상품명2	가격 및 지급방법2	상품명3	가격 및 지급방법3	자산(원)			부채(원)			자본총계	자본금	지급여력비율(%)		부채비율(%)		총선수금(원)	보전비율(%)	선수금보전 계약				
[등록말소](주)휴맨코리아	양 *  * 	전남 2013-제1호	20130924	1101114953033	264-81-03707	전라남도 순천시 충효로 32,501(연향동 동원빌딩)	상동	061-726-7270	hum**@daum.net	폐업	20131124	20150601							0	0	0	0	0	0	0	320,000,000		100		100	0	0	국민은행	예치계약	0	국민은행(압구정서지점)	02-511-7852
[폐업](주)신한피비본부	이 *  * 	서울2012-123호	20120828			서울특별시 구로구 디지털로31길 38-21, 507호(구로동, 이앤씨벤처드림타워3차)	서울특별시 구로구 디지털로31길 38-21, 507호(구로동, 이앤씨벤처드림타워3차)	02-853-8747	ren******@nate.com	폐업		20131216							0	0	0	0	0	0	0	300,000,000		100		100	0	0	신한은행	예치계약	0		
[폐업](주)상영	이 *  * 	경기-2012-02호	20120625	1358110212307	135-86-22420	경기도 수원시 권선구 매송고색로 873	경기도 수원시 권선구 매송고색로 873	031-281-2850	san*********@naver.com	폐업	20120701	20170504	상영 1호/ 장례	300만원 후불제 수의(대마) 관(오동나무) 버스,리무진					291,165,436	200,000	291,365,436	3,685,440	37,800,000	41,485,440	249,879,996	300,000,000	764	100	14	100	37,620,000	50	국민은행	예치계약	18,810,000		
[직권말소]브이아이피상조㈜(구.㈜삼성금융라이프))[농촌사랑(주)로 흡수합병]	이 *  * 	서울 2013-제136호	20130912	1101115205160	107-88-00920	서울특별시 영등포구 영등포로 116-1	서울특별시 영등포구 영등포로 116-1	1577-0766	vip****@naver.com	폐업	20130912	20190514	태권 360	3만원*120회, 수의(대마,중국산), 관(오동나무,중국산), 리무진·운구버스(200km 무료제공) 등	VIP 390	3만원*130회, 수의(대마,중국산), 관(오동나무,중국산), 리무진·운구버스(200km 무료제공) 등	VIP 480	3만원*160회, 수의(대마,중국산), 관(오동나무,중국산), 리무진·운구버스(200km 무료제공) 등	6,270,360	191,865,778	198,136,138	3,292,790	341,715,000	345,007,790	-146,871,652	300,000,000	57	100	174	100	350,545,000	48	국민은행	예치계약	167,624,428		
[폐업]플래티늄웨딩(주)	강 *  * 	서울-2011-제111호	20110809	1101113790650		서울 강남구 강남대로 128길 69, 2층(논현동)	서울 강남구 강남대로 128길 69, 2층(논현동)			폐업		20120809							0	0	0	0	0	0	0	300,000,000		100		100	0	0	우리은행	예치계약	0		
[등록취소]동방종합상조(주)	손 *  * 	경남-2011-제16호	20110307	1901110033370		경남 창원시 마산회원구 양덕동 151-25 한백빌딩 8층	경남 창원시 마산회원구 양덕동 151-25 한백빌딩 8층			등록취소									0	0	0	0	0	0	0	300,000,000		100		100	0	0	한국상조공제조합	공제계약	0		
[폐업](주)명인라이프	임 *  * 	서울-2012-제124호	20121108	1101114767260	119-86-50939	서울특별시 관악구 조원로 175-1	서울특별시 관악구 조원로 175-1	1588-1345	lim****@myuninlife.com	폐업	20110106	20150623	스마트161	후불제, 수의(대마, 중국), 관(오동나무, 중국), 리무진 100km이내	스마트215	후불제, 수의(대마, 중국), 관(오동나무, 중국), 리무진 400km이내			5,804,556,430	102,369,346	5,906,925,776	2,441,626,269	47,579,313	2,489,205,582	3,417,720,194	300,000,000		100	42	100	0	0	우리은행	예치계약	0		
[등록말소](주)상조법인좋은라이프[구,한국의전통합서비스(주)]	송 *  * 	대구-2013-제34호	20130718	1701110495615	503-86-07016	대구광역시 서구 달서로 249	상동	053-354-4451	vkf***@naver.com	폐업	20130718	20160308							0	0	0	0	0	0	0	300,000,000		100		100	0	0	국민은행	예치계약	0		
(주)유니드라이프[그랜드라이프㈜[구, 하나글로벌라이프㈜, 전국통합상조협회㈜, ㈜천세상조]]	고 *  * 	경기-2023-01호	20120613	1101114860767	204-86-34300	경기도 남양주시 별내중앙로 30	경기도 남양주시 별내중앙로 30	1544-7046	une******@naver.com	정상영업	20120508		GL 390	3900000(30000*130회) 관(오동나무), 수의(대마), 의전용품, 장례지도사, 도우미3명(8시간), 행사팀장1명, 리무진1, 버스1(왕복200km), 황토유골함	GL 450	4500000(30000*150회) 관(오동나무), 수의(대마), 의전용품, 장례지도사, 도우미4명(8시간), 행사팀장1명, 리무진1, 버스1(왕복400km), 일반유골함	GL 590	5900000(50000*118회) 관(오동나무), 수의(대마), 의전용품, 장례지도사, 도우미6명(8시간), 행사팀장1명, 리무진1, 버스1(왕복800km), 일반유골함	6,472,044	236,367,995	242,840,039	226,170,591	383,398,620	609,569,211	-366,729,172	1,500,000,000	4	100	251	100	376,483,480	53	국민은행	예치계약	198,910,791	국민은행(먹골역 지점)	02-973-0018
[직권말소]㈜해피드림	신 *  * 	대구-2013-제33호	20130618	1701110471970	504-86-02479	대구 수성구 동대구로 401(범어동, 삼성화재빌딩)	대구 수성구 동대구로 401(범어동, 삼성화재빌딩)	053-742-0278	hpd******@naver.com	폐업		20141211							0	0	0	0	0	0	0	300,000,000		100		100	0	0	국민은행	예치계약	0		
(주)웰리빙라이프[구, 한국통합상조(주)]	강 *  * 	경남 2023-제1호	20130613	1101115136018	106-86-93970	경상남도 양산시 삼호로 106	경상남도 양산시 삼호로 106	1544-4694	th9****@naver.com	정상영업	20130521		300만	300만원(2만원*150회) 수의(삼베), 관(오동나무), 리무진/장의버스(관내무료/택1) 등	390만	390만원(2만6천원*150회) 수의(대마), 관(오동나무), 리무진/장의버스(왕복200km무료) 등	480만	480만원(3만2천원*150회) 수의(대마), 관(오동나무2단), 리무진/장의버스(왕복300km무료) 등	2,107,215,719	7,426,786,614	9,534,002,333	47,140,278	14,173,374,001	14,220,514,279	-4,686,511,946	1,500,000,000	66	100	149	100	13,269,982,860	50	국민은행	예치계약	6,634,991,430	국민은행(서면지점)	051-816-4977
[폐업](주)유니웨딩	정 *  * 	서울-2012-제120호	20120803	1101114916023	108-86-02311	서울 동작구 동작대로 3길 10, 7층(사당동, 한전빌딩)	서울 동작구 동작대로 3길 10, 7층(사당동, 한전빌딩)	1661-9050	uni******@esero.go.kr	폐업	20120810	20140327							0	0	0	0	0	0	0	300,000,000		100		100	157,070,450	5	우리은행	예치계약	7,621,000		
[폐업]에스티라이프(주)[구, 삼성토탈라이프(주)]	박 *  * 	경기-2013-01호	20130502	2850110236295	128-86-85408	경기도 구리시 동구릉로6번길 9	상 동	1544-3378	ppk*******@naver.com	폐업	20130219	20190124	클래스390	390만원(39,000원*100회) 관(오동나무-원산지:중국,제조:한국), 수의(대마100%-원단:중국, 제조:한국), 리무진, 버스(왕복200km), 꽃제단장식(st.1호 1단), 장례지도사 2명, 도우미 2명, 의전용품	클래스490	490만원(49,000원*100회) 관(오동나무-원산지:중국,제조:한국), 수의(명품대마100%-원단 : 중국, 제조: 한국), 리무진, 버스 (왕복300km), 꽃제단장식(st.2호 1단), 장례지도사2명, 도우미4명, 의전용품	클래스720	720만원(120,000*60회) 관(오동나무-원산지:중국,제조:한국), 수의(금장대마100%-원단 : 중국, 제조:한국), 리무진, 버스(전국무료), 꽃제단장식(st.3호 1단), 장례지도사 2명, 도우미 4명, 의전용품, 장례식장 40만원 3일장 기준 제공 or 운구도우미 6명	883,974,800	27,454,742	911,429,542	112,075,015	2,763,450,121	2,875,525,136	-1,964,095,594	300,000,000	28	100	315	100	315,738,000	83	신한은행	예치계약	263,385,000		
[폐업](주)맘스컴퍼니	엄 *  * 	서울-2013-제127호	20130405	1101114787888	114-86-93457	서울 강남구 논현동  봉은사로 115,3층(논현동,노벨테크빌딩)	서울 강남구 논현동 봉은사로 115,3층(논현동,노벨테크빌딩)	1599-7325	mom*****@naver.com	폐업	20130405	20141023	웨딩케어(5)	400만원(5X80) 스튜디오, 드레스, 메이크업, 스킨케어 등	웨딩케어(10)	400만원(10X40) 스튜디오, 드레스, 메이크업, 스킨케어 등			0	0	0	0	0	0	0	458,000,000		100		100	0	0	우리은행	예치계약	0		
[폐업](주)대한불교상조가피	엄 *  * 	서울-2013-126호	20130403	1101115068477	101-86-79008	종로구 새문안로 3길 36, 321호(내수동, 용비어천가)	종로구 새문안로 3길 36, 321호(내수동, 용비어천가)	02-581-0108	bjk**@gapysangjo.co.kr	폐업	20130403	20140115	가피396	396만원(월3만3천*120회)	가피552	552만원(월4만6천*120회)	가피924	924만원(월7만7천*120회)	337,441,610	20,909,090	358,350,700	64,000,000	0	64,000,000	294,350,700	900,000,000		100	18	100	0	0	국민은행	예치계약	0		
[폐업]㈜하늘가	최 * 	경기-2012-제5호	20121211	1348110258071	143-81-07105	경기도 화성시 향남읍 서봉로755번길 17-15	경기도 화성시 향남읍 서봉로755번길 17-15	1899-3006	ch4***@empas.com	폐업	20121211	20190120	해밀이코노미380	380만원(2.5만원*152회/3.8만원*100회) 수의(대마기계,중국산),관(오동나무,중국산),리무진(200km이내)등	해밀이코노미500	500만원(4만원*125회/5만원*100회) 수의(대마기계,중국산),관(오동나무,중국산),리무진(500km이내)등			246,511,155	468,452,000	714,963,155	4,085	425,538,000	425,542,085	289,421,070	300,000,000	168	100	60	100	135,598,000	52	우리은행	예치계약	70,283,500		
(주)보훈[구, (주)보훈상조]	박 *  * 	경남-2013-제24호	20130225	1942110210154	609-86-10987	경상남도 창원시 의창구 중동중앙로 47	경상남도 창원시 의창구 중동중앙로 47	1566-3585	boh***@bohoon.co.kr	정상영업	20130225		보훈 플러스	450만원 (20,000*225회)  수의(대마50%, 저마50% 중국산), 관(오동나무), 리무진(1차장지기준)/운구버스(각각 왕복 200km 무료제공) 등	보훈 프라임	550만원 (22,000*250회)  수의(대마50%, 저마50% 중국산), 관(오동나무), 리무진(1차장지기준)/운구버스(전국 무료제공) 등	보훈 플래티넘	625만원(25,000*250회)  수의(대마50%, 저마50% 중국산), 관(오동나무), 리무진(1차장지기준)/운구버스(각각 전국 무료제공) 등	12,733,334,139	14,033,738,141	26,767,072,280	30,139,781,754	444,390,202	30,584,171,956	-3,817,099,676	1,530,000,000	87	100	114	100	29,977,773,700	50	상조보증공제조합	공제계약	14,988,886,850	상조보증공제조합	1600-1226
[등록취소]교원가족상조(주)	김 *  * 	대구-2012-제32호	20120607	1701110458788	504-81-99299	대구광역시 중구 국채보상로 532-1 (수동,5층)	대구광역시 중구 국채보상로 532-1 (수동,5층)	053-742-0167	dtm***@hanmail.net	등록취소									0	0	0	0	0	0	0	300,000,000		100		100	0	0	우리은행	예치계약	0		
[폐업]한국라이프플러스(주)	박 *  * 	서울-2012-제118호	20120312	1201110600868	137-86-18510	서울영등포구 국회대로 529,3층(양평동3가,대한제분빌딩)	서울영등포구 국회대로 529,3층(양평동3가,대한제분빌딩)	1599-3767	tru****@naver.com	폐업	20120302	20150212	장례1호	396만원(3만3천원*120회),수의(대마,국내산),관(오동나무,원산지:중국,국내제조),리무진(300km이내 무료제공)	장례2호	600만원(5만원*120회),수의(대마,국내산),관(송솔관,원산지:중국,국내제조),리무진(전국 무료제공)	장례3호	1260만원(10만5천원*120회),수의(대마,국내산),관(향나무,원산지:중국,국내제조),리무진(전국 무료제공)	0	0	0	0	0	0	0	300,000,000	7890	100		100	0	0	국민은행	예치계약	0		
[폐업](주)품앗이티에스	오 *  * 	부산-2012-39호	20120511	1801110806232	606-86-37293	부산 사상구 가야대로 348 (주례동, 이알빌딩 6층)	부산 사상구 가야대로 348 (주례동, 이알빌딩 6층)	1566-5366		폐업		20130713	고급200 품앗이	200만원(2만원*100회),관(오동나무1.0치,중국산),수의(특상고급품,국내),장의차(200,000원 보조금지급) 등	최고급300 품앗이	300만원(3만원*100회),관(오동나무1.5치 2단,중국산),수의(본견+저마100%,국내),장의차(장의차 또는 리무진선택) 등	프리미엄400 품앗이	400만원(4만원*100회),관(솔송나무1.5치,중국산),수의(본견+저마100%,국내),리무진제공(왕복 200km)등	0	0	0	0	0	0	0	300,000,000		100		100	0	0	신한은행	예치계약	0		
휴먼라이프(주)	박 *  * 	서울-2012-제115호	20120321	1101114818245	114-86-94252	서울특별시 서초구 서초중앙로 64	충청북도 청주시 흥덕구 2순환로1167번길 4	1544-6477	hum*******@naver.com	정상영업	20120321		프리미엄 525	525만원(1만8천5백원*284회, 3만7천원*142회, 7만4천원*71회) 수의(대마, 국내산), 관(오동나무, 중국산), 리무진(전국무료) 등	프리미엄 525	525만원(3만7천원*142회) 수의(대마, 국내산), 관(오동나무, 중국산), 리무진(전국무료) 등	프리미엄 525	525만원(7만4천원*71회) 수의(대마, 국내산), 관(오동나무, 중국산), 리무진(전국무료) 등	42,178,285,647	50,284,207,964	92,462,493,611	1,033,628,739	88,356,504,202	89,390,132,941	3,072,360,670	1,583,000,000	103	100	97	100	20,040,408,306	50	우리은행	예치계약	10,020,204,153	우리은행(가경동지점)	043-236-6925
[폐업](주)대신장제문화산업	김 *  * 	서울-2012-제113호	20120127	1101113510032	110-81-75923	서울 은평구 녹번동 199 302호	서울 은평구 녹번동 199 302호	02-386-4446	kki********@hanmail.net	폐업	20060821	20160302							341,219,029	29,803,028	371,022,057	45,247,624	0	45,247,624	325,774,433	300,000,000	948	100	12	100	30,311,800	50	신한은행	예치계약	15,155,900	신한은행 응암동지점	02-358-6200
우리제주상조(주)	한 *  * 	제주-2012-제1호	20120118	2201110088576	616-81-91950	제주특별자치도 제주시 승천로 62	상동	1899-3412	hel*@woorijeju-sangjo.co.kr	정상영업	20120201		실속형330	330만원(2만원*165회) 관(오동, 중국), 수의(저마 또는 특명주, 중국), 장의버스/리무진 택1(도내무료) 등	고급형420	420만원(2만5천*168회) 관(오동, 중국), 수의(대마 또는 특명주, 중국), 장의버스, 리무진(도내무료) 등	가족형810	810만원(2만5천*162회*2구좌) 관(오동, 중국), 수의(저마 또는 특명주, 중국), 장의버스, 리무진(도내무료) 등	4,086,170,001	16,805,643,181	20,891,813,182	132,787,546	20,156,500,010	20,289,287,556	602,525,626	1,510,000,000	102	100	97	100	19,403,776,650	52	우리은행	예치계약	10,070,633,961	우리은행 제주지점	064-722-3151
[직권말소](주)임마누엘케이에스파트너[한국힐링라이프(주)로의 피흡수합병]	이 *  * 	서울-2011-제112호	20111103	1101114291433	220-87-95441	서울특별시 영등포구 선유로3길 10	서울특별시 영등포구 선유로3길 10	1577-1967	kor**********@gmail.com	폐업	20100205	20180530	임마누엘가족440	3,900,000(10,000X390회) 세마포 수의, 오동나무 관, 리무진 전국무료 또는 장의버스 전국무료 등	임마누엘가족440	3,900,000(20,000X195회) 세마포 수의, 오동나무 관, 리무진 전국무료 또는 장의버스 전국무료 등	임마누엘가족440	3,900,000(30,000X130회) 세마포 수의, 오동나무 관, 리무진 전국무료 또는 장의버스 전국무료 등	2,534,621,673	1,549,971,074	4,084,592,747	16,538,025	6,291,932,484	6,308,470,509	-2,223,877,762	300,000,000	51	100	154	100	4,948,808,910	50	우리은행	예치계약	2,491,690,905	우리은행(서여의도 금융센터)	02-783-6655(512)
[폐업]감동웨딩주식회사	이 *  * 	인천-2011-제3호	20111014	1201110581993	121-86-11680	인천광역시 남동구 논현로 42	상동	032-434-0511	kdw*****@naver.com	폐업	20110926	20190225	알뜰웨딩	240만원(30,000만원*80회),스튜디오,드레스,메이크업,웨딩카 지원	감동웨딩	300만원(30,000만원*100회) 스튜디오,드레스,메이크업,웨딩카 지원	명품웨딩	400만원(40,000만원*100회) 고급(스튜디오,드레스,메이크업), 리무진 웨딩카 지원	127,464,990	33,124,182	160,589,172	189,894,186	0	189,894,186	-29,305,014	300,000,000	72	100	118	100	64,860,000	51	국민은행	예치계약	33,210,000		
[직권말소](주)해오름상조	박 *  * 	부산-2011-38호	20111013	1801110205004	601-81-29060	부산 부산진구 양정동 370-4 대원플러스빌 201	부산 부산진구 양정동 370-4 대원플러스빌 201	1588-4352	sun**********@daum.net	폐업		20130515							0	0	0	0	0	0	0	300,000,000		100		100	0	0	신한은행	예치계약	0		
